# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	11554	12348	+	WP_014974497.1	WP_014974497.1		phosphatidate cytidylyltransferase		61186110	FGL89_RS00055	795	264	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	12356	13609	+					rseP	61186111	FGL89_RS00060	1254		old_locus_tag=FGL89_00060
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	12356	13609	+	WP_014974496.1	WP_014974496.1		RIP metalloprotease RseP	rseP	61186111	FGL89_RS00060	1254	417	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	13687	15402	+						61186112	FGL89_RS00065	1716		old_locus_tag=FGL89_00065
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	13687	15402	+	WP_014974495.1	WP_014974495.1		proline--tRNA ligase		61186112	FGL89_RS00065	1716	571	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	15457	19770	+						61186113	FGL89_RS00070	4314		old_locus_tag=FGL89_00070
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	15457	19770	+	WP_014974494.1	WP_014974494.1		PolC-type DNA polymerase III		61186113	FGL89_RS00070	4314	1437	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	19882	20328	+						61186114	FGL89_RS00075	447		old_locus_tag=FGL89_00075
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	19882	20328	+	WP_014974493.1	WP_014974493.1		phosphate-starvation-inducible PsiE family protein		61186114	FGL89_RS00075	447	148	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	20450	21361	+					rbsK	61186115	FGL89_RS00080	912		old_locus_tag=FGL89_00080
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	20450	21361	+	WP_014974492.1	WP_014974492.1		ribokinase	rbsK	61186115	FGL89_RS00080	912	303	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	21361	22809	+						61186116	FGL89_RS00085	1449		old_locus_tag=FGL89_00085
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	21361	22809	+	WP_014974491.1	WP_014974491.1		RsmF rRNA methyltransferase first C-terminal domain-containing protein		61186116	FGL89_RS00085	1449	482	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	22952	24067	+						61186117	FGL89_RS00090	1116		old_locus_tag=FGL89_00090
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	22952	24067	+	WP_014974490.1	WP_014974490.1		BMP family protein		61186117	FGL89_RS00090	1116	371	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	24194	24541	+						61186118	FGL89_RS00095	348		old_locus_tag=FGL89_00095
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	24194	24541	+	WP_014974489.1	WP_014974489.1		cysteine desulfurase		61186118	FGL89_RS00095	348	115	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	24534	25187	+						61186119	FGL89_RS00100	654		old_locus_tag=FGL89_00100
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	24534	25187	+	WP_014974488.1	WP_014974488.1		histidine phosphatase family protein		61186119	FGL89_RS00100	654	217	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	25220	27613	+						61186120	FGL89_RS00105	2394		old_locus_tag=FGL89_00105
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	25220	27613	+	WP_014974487.1	WP_014974487.1		ATP-dependent RecD-like DNA helicase		61186120	FGL89_RS00105	2394	797	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	27654	28628	+						61186121	FGL89_RS00110	975		old_locus_tag=FGL89_00110
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	27654	28628	+	WP_014974486.1	WP_014974486.1		ribose-phosphate diphosphokinase		61186121	FGL89_RS00110	975	324	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	28625	29518	+						61186122	FGL89_RS00115	894		old_locus_tag=FGL89_00115
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	28625	29518	+	WP_014974485.1	WP_014974485.1		GDSL-type esterase/lipase family protein		61186122	FGL89_RS00115	894	297	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	29521	30513	+						61186123	FGL89_RS00120	993		old_locus_tag=FGL89_00120
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	29521	30513	+	WP_014974484.1	WP_014974484.1		aldo/keto reductase		61186123	FGL89_RS00120	993	330	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	30776	31609	+						61186124	FGL89_RS00125	834		old_locus_tag=FGL89_00125
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	30776	31609	+	WP_014974483.1	WP_014974483.1		class A sortase		61186124	FGL89_RS00125	834	277	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	31662	32594	-					mvk	61186125	FGL89_RS00130	933		old_locus_tag=FGL89_00130
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	31662	32594	-	WP_147000250.1	WP_147000250.1		mevalonate kinase	mvk	61186125	FGL89_RS00130	933	310	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	32748	35150	+						61186126	FGL89_RS00135	2403		old_locus_tag=FGL89_00135
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	32748	35150	+	WP_014974481.1	WP_014974481.1		DNA polymerase III subunit epsilon		61186126	FGL89_RS00135	2403	800	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	35188	35721	+						61186127	FGL89_RS00140	534		old_locus_tag=FGL89_00140
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	35188	35721	+	WP_014974480.1	WP_014974480.1		DUF5590 domain-containing protein		61186127	FGL89_RS00140	534	177	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	35741	36922	+						61186128	FGL89_RS00145	1182		old_locus_tag=FGL89_00145
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	35741	36922	+	WP_014974479.1	WP_014974479.1		pyridoxal phosphate-dependent aminotransferase		61186128	FGL89_RS00145	1182	393	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	37027	38334	+					asnS	61186129	FGL89_RS00150	1308		old_locus_tag=FGL89_00150
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	37027	38334	+	WP_014974478.1	WP_014974478.1		asparagine--tRNA ligase	asnS	61186129	FGL89_RS00150	1308	435	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	38451	39089	+						61186130	FGL89_RS00155	639		old_locus_tag=FGL89_00155
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	38451	39089	+	WP_041773220.1	WP_041773220.1		DnaD domain protein		61186130	FGL89_RS00155	639	212	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	39081	39365	-						61186131	FGL89_RS00160	285		old_locus_tag=FGL89_00160
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	39081	39365	-	WP_041773155.1	WP_041773155.1		hypothetical protein		61186131	FGL89_RS00160	285	94	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	39424	40557	+						61186132	FGL89_RS00165	1134		old_locus_tag=FGL89_00165
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	39424	40557	+	WP_014974475.1	WP_014974475.1		class I SAM-dependent RNA methyltransferase		61186132	FGL89_RS00165	1134	377	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	40684	41886	+						61186133	FGL89_RS00170	1203		old_locus_tag=FGL89_00170
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	40684	41886	+	WP_014974474.1	WP_014974474.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		61186133	FGL89_RS00170	1203	400	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	42019	42549	+						61186134	FGL89_RS00175	531		old_locus_tag=FGL89_00175
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	42019	42549	+	WP_243129498.1	WP_243129498.1		GNAT family N-acetyltransferase		61186134	FGL89_RS00175	531	176	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	42696	43292	+						61186135	FGL89_RS00180	597		old_locus_tag=FGL89_00180
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	42696	43292	+	WP_081579534.1	WP_081579534.1		nitroreductase family protein		61186135	FGL89_RS00180	597	198	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	43661	44299	-						61186136	FGL89_RS00185	639		old_locus_tag=FGL89_00185
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	43661	44299	-	WP_014974470.1	WP_014974470.1		CatB-related O-acetyltransferase		61186136	FGL89_RS00185	639	212	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	44635	46893	+						61186137	FGL89_RS00190	2259		old_locus_tag=FGL89_00190
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	44635	46893	+	WP_014974469.1	WP_014974469.1		glycoside hydrolase family 65 protein		61186137	FGL89_RS00190	2259	752	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	46960	47958	-						61186138	FGL89_RS00195	999		old_locus_tag=FGL89_00195
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	46960	47958	-	WP_147000252.1	WP_147000252.1		LacI family transcriptional regulator		61186138	FGL89_RS00195	999	332	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	48077	49753	+						61186139	FGL89_RS00200	1677		old_locus_tag=FGL89_00200
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	48077	49753	+	WP_014974467.1	WP_014974467.1		alpha-glucosidase		61186139	FGL89_RS00200	1677	558	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	49825	51162	+						61186140	FGL89_RS00205	1338		old_locus_tag=FGL89_00205
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	49825	51162	+	WP_014974466.1	WP_014974466.1		MFS transporter		61186140	FGL89_RS00205	1338	445	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	51187	52869	+						61186141	FGL89_RS00210	1683		old_locus_tag=FGL89_00210
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	51187	52869	+	WP_147000253.1	WP_147000253.1		alpha-glucosidase		61186141	FGL89_RS00210	1683	560	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	53231	54532	+					hisS	61186142	FGL89_RS00215	1302		old_locus_tag=FGL89_00215
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	53231	54532	+	WP_014974464.1	WP_014974464.1		histidine--tRNA ligase	hisS	61186142	FGL89_RS00215	1302	433	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	54529	56298	+					aspS	61186143	FGL89_RS00220	1770		old_locus_tag=FGL89_00220
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	54529	56298	+	WP_014974463.1	WP_014974463.1		aspartate--tRNA ligase	aspS	61186143	FGL89_RS00220	1770	589	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	56481	57347	+						61186144	FGL89_RS00225	867		old_locus_tag=FGL89_00225
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	56481	57347	+	WP_014974462.1	WP_014974462.1		YitT family protein		61186144	FGL89_RS00225	867	288	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	57399	58811	-						61186145	FGL89_RS00230	1413		old_locus_tag=FGL89_00230
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	57399	58811	-	WP_014974461.1	WP_014974461.1		amino acid permease		61186145	FGL89_RS00230	1413	470	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	58913	60460	-						61186146	FGL89_RS00235	1548		old_locus_tag=FGL89_00235
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	58913	60460	-	WP_014974460.1	WP_014974460.1		PucR family transcriptional regulator ligand-binding domain-containing protein		61186146	FGL89_RS00235	1548	515	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	60615	61880	+						61186147	FGL89_RS00240	1266		old_locus_tag=FGL89_00240
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	60615	61880	+	WP_041773219.1	WP_041773219.1		MFS transporter		61186147	FGL89_RS00240	1266	421	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	61925	63421	+						61186148	FGL89_RS00245	1497		old_locus_tag=FGL89_00245
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	61925	63421	+	WP_014974458.1	WP_014974458.1		carboxypeptidase M32		61186148	FGL89_RS00245	1497	498	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	63443	64075	+						61186149	FGL89_RS00250	633		old_locus_tag=FGL89_00250
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	63443	64075	+	WP_014974457.1	WP_014974457.1		SAP domain-containing protein		61186149	FGL89_RS00250	633	210	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	64292	64477	+					rpsU	61186150	FGL89_RS00255	186		old_locus_tag=FGL89_00255
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	64292	64477	+	WP_004899901.1	WP_004899901.1		30S ribosomal protein S21	rpsU	61186150	FGL89_RS00255	186	61	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	64564	65007	+						61186151	FGL89_RS00260	444		old_locus_tag=FGL89_00260
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	64564	65007	+	WP_014974456.1	WP_014974456.1		GatB/YqeY domain-containing protein		61186151	FGL89_RS00260	444	147	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	65112	65978	+						61186152	FGL89_RS00265	867		old_locus_tag=FGL89_00265
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	65112	65978	+	WP_014974455.1	WP_014974455.1		S1-like domain-containing RNA-binding protein		61186152	FGL89_RS00265	867	288	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	65978	66874	+					xerD	61186153	FGL89_RS00270	897		old_locus_tag=FGL89_00270
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	65978	66874	+	WP_041773154.1	WP_041773154.1		site-specific tyrosine recombinase XerD	xerD	61186153	FGL89_RS00270	897	298	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	66930	67289	+						61186154	FGL89_RS00275	360		old_locus_tag=FGL89_00275
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	66930	67289	+	WP_014974453.1	WP_014974453.1		hypothetical protein		61186154	FGL89_RS00275	360	119	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	67265	68041	+						61186155	FGL89_RS00280	777		old_locus_tag=FGL89_00280
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	67265	68041	+	WP_135197501.1	WP_135197501.1		segregation/condensation protein A		61186155	FGL89_RS00280	777	258	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	68034	68636	+					scpB	61186156	FGL89_RS00285	603		old_locus_tag=FGL89_00285
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	68034	68636	+	WP_135197500.1	WP_135197500.1		SMC-Scp complex subunit ScpB	scpB	61186156	FGL89_RS00285	603	200	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	68629	69378	+						61186157	FGL89_RS00290	750		old_locus_tag=FGL89_00290
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	68629	69378	+	WP_014974450.1	WP_014974450.1		rRNA pseudouridine synthase		61186157	FGL89_RS00290	750	249	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	69626	70213	+						61186158	FGL89_RS00295	588		old_locus_tag=FGL89_00295
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	69626	70213	+	WP_014974449.1	WP_014974449.1		ECF transporter S component		61186158	FGL89_RS00295	588	195	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	70291	70854	+						61186159	FGL89_RS00300	564		old_locus_tag=FGL89_00300
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	70291	70854	+	WP_014974448.1	WP_014974448.1		hypothetical protein		61186159	FGL89_RS00300	564	187	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	70868	71545	+					cmk	61186160	FGL89_RS00305	678		old_locus_tag=FGL89_00305
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	70868	71545	+	WP_014974447.1	WP_014974447.1		(d)CMP kinase	cmk	61186160	FGL89_RS00305	678	225	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	71641	72831	+					rpsA	61186161	FGL89_RS00310	1191		old_locus_tag=FGL89_00310
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	71641	72831	+	WP_014974446.1	WP_014974446.1		30S ribosomal protein S1	rpsA	61186161	FGL89_RS00310	1191	396	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	72928	74241	+					der	61186162	FGL89_RS00315	1314		old_locus_tag=FGL89_00315
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	72928	74241	+	WP_014974445.1	WP_014974445.1		ribosome biogenesis GTPase Der	der	61186162	FGL89_RS00315	1314	437	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	74447	74722	+						61186163	FGL89_RS00320	276		old_locus_tag=FGL89_00320
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	74447	74722	+	WP_014974444.1	WP_014974444.1		HU family DNA-binding protein		61186163	FGL89_RS00320	276	91	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	74930	76195	+						61186164	FGL89_RS00325	1266		old_locus_tag=FGL89_00325
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	74930	76195	+	WP_014974443.1	WP_014974443.1		tetratricopeptide repeat protein		61186164	FGL89_RS00325	1266	421	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	76267	77478	+						61186165	FGL89_RS00330	1212		old_locus_tag=FGL89_00330
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	76267	77478	+	WP_014974442.1	WP_014974442.1		CCA tRNA nucleotidyltransferase		61186165	FGL89_RS00330	1212	403	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	77465	77965	+						61186166	FGL89_RS00335	501		old_locus_tag=FGL89_00335
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	77465	77965	+	WP_014974441.1	WP_014974441.1		dihydrofolate reductase		61186166	FGL89_RS00335	501	166	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	77972	78823	+						61186167	FGL89_RS00340	852		old_locus_tag=FGL89_00340
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	77972	78823	+	WP_014974440.1	WP_014974440.1		DegV family protein		61186167	FGL89_RS00340	852	283	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	79305	81242	+						61186168	FGL89_RS00345	1938		old_locus_tag=FGL89_00345
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	79305	81242	+	WP_014974439.1	WP_014974439.1		transketolase		61186168	FGL89_RS00345	1938	645	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	81244	82071	+					aroE	61186169	FGL89_RS00350	828		old_locus_tag=FGL89_00350
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	81244	82071	+	WP_014974438.1	WP_014974438.1		shikimate dehydrogenase	aroE	61186169	FGL89_RS00350	828	275	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	82075	83067	+					aroF	61186170	FGL89_RS00355	993		old_locus_tag=FGL89_00355
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	82075	83067	+	WP_014974437.1	WP_014974437.1		3-deoxy-7-phosphoheptulonate synthase	aroF	61186170	FGL89_RS00355	993	330	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	83115	84182	+					aroB	61186171	FGL89_RS00360	1068		old_locus_tag=FGL89_00360
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	83115	84182	+	WP_014974436.1	WP_014974436.1		3-dehydroquinate synthase	aroB	61186171	FGL89_RS00360	1068	355	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	84234	85412	+					aroC	61186172	FGL89_RS00365	1179		old_locus_tag=FGL89_00365
CDS	with_protein	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	84234	85412	+	WP_014974435.1	WP_014974435.1		chorismate synthase	aroC	61186172	FGL89_RS00365	1179	392	
gene	protein_coding	GCF_007954525.1	Primary Assembly	chromosome		NZ_CP042374.1	85430	86725	+					aroA	61186173	FGL89_RS00370	1296		old_locus_tag=FGL89_00370
