# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	4445	5461	+	WP_011680373.1	WP_011680373.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD	61175821	C7M43_RS00035	1017	338	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	5559	6209	+						61175822	C7M43_RS00040	651		old_locus_tag=C7M43_00008
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	5559	6209	+	WP_011680372.1	WP_011680372.1		redox-sensing transcriptional repressor Rex		61175822	C7M43_RS00040	651	216	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	6216	7253	+						61175823	C7M43_RS00045	1038		old_locus_tag=C7M43_00009
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	6216	7253	+	WP_011680371.1	WP_011680371.1		peptidoglycan bridge formation glycyltransferase FemA/FemB family protein		61175823	C7M43_RS00045	1038	345	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	7320	8138	+						61175824	C7M43_RS00050	819		old_locus_tag=C7M43_00010
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	7320	8138	+	WP_011680370.1	WP_011680370.1		HAD-IIB family hydrolase		61175824	C7M43_RS00050	819	272	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	8148	8630	-						61175825	C7M43_RS00055	483		old_locus_tag=C7M43_00011
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	8148	8630	-	WP_011680369.1	WP_011680369.1		aromatic acid exporter family protein		61175825	C7M43_RS00055	483	160	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	8723	9466	+						61175826	C7M43_RS00060	744		old_locus_tag=C7M43_00012
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	8723	9466	+	WP_011680368.1	WP_011680368.1		nitroreductase family protein		61175826	C7M43_RS00060	744	247	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	9501	10460	+						61175827	C7M43_RS00065	960		old_locus_tag=C7M43_00013
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	9501	10460	+	WP_011680367.1	WP_011680367.1		class I mannose-6-phosphate isomerase		61175827	C7M43_RS00065	960	319	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	10713	11657	+						61175828	C7M43_RS00070	945		old_locus_tag=C7M43_00014
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	10713	11657	+	WP_160215103.1	WP_160215103.1		mannose/fructose/sorbose PTS transporter subunit IIA		61175828	C7M43_RS00070	945	314	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	11697	12503	+						61175829	C7M43_RS00075	807		old_locus_tag=C7M43_00015
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	11697	12503	+	WP_011680365.1	WP_011680365.1		PTS mannose/fructose/sorbose transporter subunit IIC		61175829	C7M43_RS00075	807	268	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	12518	13432	+						61175830	C7M43_RS00080	915		old_locus_tag=C7M43_00016
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	12518	13432	+	WP_011680364.1	WP_011680364.1		PTS system mannose/fructose/sorbose family transporter subunit IID		61175830	C7M43_RS00080	915	304	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	13511	13870	+						61175831	C7M43_RS00085	360		old_locus_tag=C7M43_00017
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	13511	13870	+	WP_010294620.1	WP_010294620.1		DUF956 family protein		61175831	C7M43_RS00085	360	119	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	13900	14733	+						61175832	C7M43_RS00090	834		old_locus_tag=C7M43_00018
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	13900	14733	+	WP_105296248.1	WP_105296248.1		YitT family protein		61175832	C7M43_RS00090	834	277	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	14857	15141	+					groES	61175833	C7M43_RS00095	285		old_locus_tag=C7M43_00019
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	14857	15141	+	WP_002815782.1	WP_002815782.1		co-chaperone GroES	groES	61175833	C7M43_RS00095	285	94	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	15170	16789	+					groL	61175834	C7M43_RS00100	1620		old_locus_tag=C7M43_00020
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	15170	16789	+	WP_011680362.1	WP_011680362.1		chaperonin GroEL	groL	61175834	C7M43_RS00100	1620	539	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	16866	17669	-						61175835	C7M43_RS00105	804		old_locus_tag=C7M43_00021
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	16866	17669	-	WP_011680361.1	WP_011680361.1		DUF2785 domain-containing protein		61175835	C7M43_RS00105	804	267	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	17695	19032	-						61175836	C7M43_RS00110	1338		old_locus_tag=C7M43_00022
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	17695	19032	-	WP_011680360.1	WP_011680360.1		C1 family peptidase		61175836	C7M43_RS00110	1338	445	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	19166	19609	+						61175837	C7M43_RS00115	444		old_locus_tag=C7M43_00023
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	19166	19609	+	WP_011680359.1	WP_011680359.1		DUF3290 domain-containing protein		61175837	C7M43_RS00115	444	147	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	19606	20244	+						61175838	C7M43_RS00120	639		old_locus_tag=C7M43_00024
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	19606	20244	+	WP_105296250.1	WP_105296250.1		DUF421 domain-containing protein		61175838	C7M43_RS00120	639	212	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	20345	21232	+						61175839	C7M43_RS00125	888		old_locus_tag=C7M43_00025
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	20345	21232	+	WP_025268464.1	WP_025268464.1		prenyltransferase		61175839	C7M43_RS00125	888	295	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	21419	22414	+						61175840	C7M43_RS00130	996		old_locus_tag=C7M43_00026
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	21419	22414	+	WP_011680357.1	WP_011680357.1		D-2-hydroxyacid dehydrogenase		61175840	C7M43_RS00130	996	331	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	22575	23813	+						61175841	C7M43_RS00135	1239		old_locus_tag=C7M43_00027
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	22575	23813	+	WP_011680356.1	WP_011680356.1		PTS sugar transporter subunit IIC		61175841	C7M43_RS00135	1239	412	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	23845	24453	-						61175842	C7M43_RS00140	609		old_locus_tag=C7M43_00028
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	23845	24453	-	WP_243148730.1	WP_243148730.1		XRE family transcriptional regulator		61175842	C7M43_RS00140	609	202	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	24507	24728	-						61175843	C7M43_RS00145	222		old_locus_tag=C7M43_00029
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	24507	24728	-	WP_011680354.1	WP_011680354.1		helix-turn-helix domain-containing protein		61175843	C7M43_RS00145	222	73	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	25029	29573	+						61175844	C7M43_RS00150	4545		old_locus_tag=C7M43_00030
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	25029	29573	+	WP_105296252.1	WP_105296252.1		KxYKxGKxW signal peptide domain-containing protein		61175844	C7M43_RS00150	4545	1514	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	29629	30036	-						61175845	C7M43_RS00155	408		old_locus_tag=C7M43_00031
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	29629	30036	-	WP_011680352.1	WP_011680352.1		ImmA/IrrE family metallo-endopeptidase		61175845	C7M43_RS00155	408	135	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	30043	30432	-						61175846	C7M43_RS00160	390		old_locus_tag=C7M43_00032
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	30043	30432	-	WP_160215104.1	WP_160215104.1		helix-turn-helix domain-containing protein		61175846	C7M43_RS00160	390	129	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	30585	30797	+						61175847	C7M43_RS00165	213		old_locus_tag=C7M43_00033
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	30585	30797	+	WP_011680350.1	WP_011680350.1		helix-turn-helix domain-containing protein		61175847	C7M43_RS00165	213	70	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	30882	35024	+						61175848	C7M43_RS00170	4143		old_locus_tag=C7M43_00034
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	30882	35024	+	WP_243148731.1	WP_243148731.1		KxYKxGKxW signal peptide domain-containing protein		61175848	C7M43_RS00170	4143	1380	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	35446	40029	+						61175849	C7M43_RS00175	4584		old_locus_tag=C7M43_00035
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	35446	40029	+	WP_105296254.1	WP_105296254.1		KxYKxGKxW signal peptide domain-containing protein		61175849	C7M43_RS00175	4584	1527	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	40086	40505	-						61175850	C7M43_RS00180	420		old_locus_tag=C7M43_00036
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	40086	40505	-	WP_011680347.1	WP_011680347.1		Rrf2 family transcriptional regulator		61175850	C7M43_RS00180	420	139	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	40644	41249	+						61175851	C7M43_RS00185	606		old_locus_tag=C7M43_00037
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	40644	41249	+	WP_011680346.1	WP_011680346.1		nitroreductase family protein		61175851	C7M43_RS00185	606	201	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	41274	41924	+						61175852	C7M43_RS00190	651		old_locus_tag=C7M43_00038
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	41274	41924	+	WP_010283757.1	WP_010283757.1		NAD(P)H-binding protein		61175852	C7M43_RS00190	651	216	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	42031	42534	+						61175853	C7M43_RS00195	504		old_locus_tag=C7M43_00039
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	42031	42534	+	WP_011680345.1	WP_011680345.1		DUF1440 domain-containing protein		61175853	C7M43_RS00195	504	167	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	42650	43309	+						61175854	C7M43_RS00200	660		old_locus_tag=C7M43_00040
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	42650	43309	+	WP_223322898.1	WP_223322898.1		peptidoglycan-binding protein		61175854	C7M43_RS00200	660	219	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	43385	43921	+						61175855	C7M43_RS00205	537		old_locus_tag=C7M43_00041
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	43385	43921	+	WP_011680344.1	WP_011680344.1		YqeG family HAD IIIA-type phosphatase		61175855	C7M43_RS00205	537	178	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	43911	45050	+					yqeH	61175856	C7M43_RS00210	1140		old_locus_tag=C7M43_00042
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	43911	45050	+	WP_011680343.1	WP_011680343.1		ribosome biogenesis GTPase YqeH	yqeH	61175856	C7M43_RS00210	1140	379	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	45050	45361	+					yhbY	61175857	C7M43_RS00215	312		old_locus_tag=C7M43_00043
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	45050	45361	+	WP_002815764.1	WP_002815764.1		ribosome assembly RNA-binding protein YhbY	yhbY	61175857	C7M43_RS00215	312	103	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	45372	46010	+						61175858	C7M43_RS00220	639		old_locus_tag=C7M43_00044
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	45372	46010	+	WP_011680342.1	WP_011680342.1		nicotinate-nucleotide adenylyltransferase		61175858	C7M43_RS00220	639	212	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	46003	46587	+					yqeK	61175859	C7M43_RS00225	585		old_locus_tag=C7M43_00045
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	46003	46587	+	WP_011680341.1	WP_011680341.1		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	yqeK	61175859	C7M43_RS00225	585	194	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	46591	46965	+					rsfS	61175860	C7M43_RS00230	375		old_locus_tag=C7M43_00046
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	46591	46965	+	WP_011680340.1	WP_011680340.1		ribosome silencing factor	rsfS	61175860	C7M43_RS00230	375	124	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	47053	47805	+						61175861	C7M43_RS00235	753		old_locus_tag=C7M43_00047
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	47053	47805	+	WP_011680339.1	WP_011680339.1		class I SAM-dependent methyltransferase		61175861	C7M43_RS00235	753	250	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	47805	48977	+						61175862	C7M43_RS00240	1173		old_locus_tag=C7M43_00048
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	47805	48977	+	WP_011680338.1	WP_011680338.1		nucleotidyltransferase		61175862	C7M43_RS00240	1173	390	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	48979	49524	+						61175863	C7M43_RS00245	546		old_locus_tag=C7M43_00049
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	48979	49524	+	WP_011680337.1	WP_011680337.1		YceD family protein		61175863	C7M43_RS00245	546	181	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	49621	50310	+						61175864	C7M43_RS00250	690		old_locus_tag=C7M43_00050
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	49621	50310	+	WP_011680336.1	WP_011680336.1		response regulator transcription factor		61175864	C7M43_RS00250	690	229	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	50323	51423	+						61175865	C7M43_RS00255	1101		old_locus_tag=C7M43_00051
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	50323	51423	+	WP_011680335.1	WP_011680335.1		HAMP domain-containing histidine kinase		61175865	C7M43_RS00255	1101	366	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	51410	51682	+						61175866	C7M43_RS00260	273		old_locus_tag=C7M43_00052
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	51410	51682	+	WP_010289909.1	WP_010289909.1		acylphosphatase		61175866	C7M43_RS00260	273	90	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	51754	52677	+					yidC	61175867	C7M43_RS00265	924		old_locus_tag=C7M43_00053
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	51754	52677	+	WP_010289906.1	WP_010289906.1		membrane protein insertase YidC	yidC	61175867	C7M43_RS00265	924	307	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	52737	53510	+						61175868	C7M43_RS00270	774		old_locus_tag=C7M43_00054
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	52737	53510	+	WP_011680334.1	WP_011680334.1		RNA methyltransferase		61175868	C7M43_RS00270	774	257	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	53582	53824	+					secG	61175869	C7M43_RS00275	243		old_locus_tag=C7M43_00055
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	53582	53824	+	WP_031296004.1	WP_031296004.1		preprotein translocase subunit SecG	secG	61175869	C7M43_RS00275	243	80	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	53930	56254	+					rnr	61175870	C7M43_RS00280	2325		old_locus_tag=C7M43_00056
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	53930	56254	+	WP_011680333.1	WP_011680333.1		ribonuclease R	rnr	61175870	C7M43_RS00280	2325	774	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	56266	56730	+					smpB	61175871	C7M43_RS00285	465		old_locus_tag=C7M43_00057
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	56266	56730	+	WP_011680332.1	WP_011680332.1		SsrA-binding protein SmpB	smpB	61175871	C7M43_RS00285	465	154	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	56866	58422	+					rny	61175872	C7M43_RS00290	1557		old_locus_tag=C7M43_00058
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	56866	58422	+	WP_036092244.1	WP_036092244.1		ribonuclease Y	rny	61175872	C7M43_RS00290	1557	518	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	58567	58959	+						61175873	C7M43_RS00295	393		old_locus_tag=C7M43_00059
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	58567	58959	+	WP_002815745.1	WP_002815745.1		DUF948 domain-containing protein		61175873	C7M43_RS00295	393	130	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	58962	59492	+						61175874	C7M43_RS00300	531		old_locus_tag=C7M43_00060
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	58962	59492	+	WP_011680330.1	WP_011680330.1		hypothetical protein		61175874	C7M43_RS00300	531	176	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	59510	60421	-					rnhC	61175875	C7M43_RS00305	912		old_locus_tag=C7M43_00061
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	59510	60421	-	WP_011680329.1	WP_011680329.1		ribonuclease HIII	rnhC	61175875	C7M43_RS00305	912	303	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	60600	60977	+						61175876	C7M43_RS00310	378		old_locus_tag=C7M43_00062
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	60600	60977	+	WP_010291083.1	WP_010291083.1		hypothetical protein		61175876	C7M43_RS00310	378	125	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	61085	61477	+						61175877	C7M43_RS00315	393		old_locus_tag=C7M43_00063
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	61085	61477	+	WP_011680328.1	WP_011680328.1		cell division protein ZapA		61175877	C7M43_RS00315	393	130	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	61474	61995	+						61175878	C7M43_RS00320	522		old_locus_tag=C7M43_00064
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	61474	61995	+	WP_011680327.1	WP_011680327.1		CvpA family protein		61175878	C7M43_RS00320	522	173	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	62054	64456	+						61175879	C7M43_RS00325	2403		old_locus_tag=C7M43_00065
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	62054	64456	+	WP_011680326.1	WP_011680326.1		endonuclease MutS2		61175879	C7M43_RS00325	2403	800	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	64612	64962	+						61175880	C7M43_RS00330	351		old_locus_tag=C7M43_00066
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	64612	64962	+	WP_010279689.1	WP_010279689.1		hypothetical protein		61175880	C7M43_RS00330	351	116	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	65026	66102	+						61175881	C7M43_RS00335	1077		old_locus_tag=C7M43_00067
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	65026	66102	+	WP_105296255.1	WP_105296255.1		metaphase chromosome protein 1		61175881	C7M43_RS00335	1077	358	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	66153	66479	-						61175882	C7M43_RS00340	327		old_locus_tag=C7M43_00068
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	66153	66479	-	WP_010291209.1	WP_010291209.1		hypothetical protein		61175882	C7M43_RS00340	327	108	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	66736	67332	+					gmk	61175883	C7M43_RS00345	597		old_locus_tag=C7M43_00069
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	66736	67332	+	WP_011680324.1	WP_011680324.1		guanylate kinase	gmk	61175883	C7M43_RS00345	597	198	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	67343	67555	+					rpoZ	61175884	C7M43_RS00350	213		old_locus_tag=C7M43_00070
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	67343	67555	+	WP_011680323.1	WP_011680323.1		DNA-directed RNA polymerase subunit omega	rpoZ	61175884	C7M43_RS00350	213	70	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	67595	68182	+						61175885	C7M43_RS00355	588		old_locus_tag=C7M43_00071
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	67595	68182	+	WP_011680322.1	WP_011680322.1		peptidylprolyl isomerase		61175885	C7M43_RS00355	588	195	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	68255	68638	+						61175886	C7M43_RS00360	384		old_locus_tag=C7M43_00072
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	68255	68638	+	WP_011680321.1	WP_011680321.1		CvfD/Ygs/GSP13 family RNA-binding post-transcriptional regulator		61175886	C7M43_RS00360	384	127	
gene	protein_coding	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	68645	69016	+						61175887	C7M43_RS00365	372		old_locus_tag=C7M43_00073
CDS	with_protein	GCF_009913915.1	Primary Assembly	chromosome		NZ_CP028251.1	68645	69016	+	WP_011680320.1	WP_011680320.1		hypothetical protein		61175887	C7M43_RS00365	372	123	
