# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	19280	20041	+	WP_004904423.1	WP_004904423.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB	61101423	FGL72_RS00095	762	253	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	20061	20621	+						61101424	FGL72_RS00100	561		old_locus_tag=FGL72_00100
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	20061	20621	+	WP_004899328.1	WP_004899328.1		sigma-70 family RNA polymerase sigma factor		61101424	FGL72_RS00100	561	186	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	20711	22036	+					eno	61101425	FGL72_RS00105	1326		old_locus_tag=FGL72_00105
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	20711	22036	+	WP_085699520.1	WP_085699520.1		phosphopyruvate hydratase	eno	61101425	FGL72_RS00105	1326	441	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	22278	22865	+						61101426	FGL72_RS00110	588		old_locus_tag=FGL72_00110
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	22278	22865	+	WP_133285995.1	WP_133285995.1		DNA-3-methyladenine glycosylase I		61101426	FGL72_RS00110	588	195	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	22930	24423	+						61101427	FGL72_RS00115	1494		old_locus_tag=FGL72_00115
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	22930	24423	+	WP_146992284.1	WP_146992284.1		HD domain-containing protein		61101427	FGL72_RS00115	1494	497	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	24423	26567	+						61101428	FGL72_RS00120	2145		old_locus_tag=FGL72_00120
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	24423	26567	+	WP_146992286.1	WP_146992286.1		RNA degradosome polyphosphate kinase		61101428	FGL72_RS00120	2145	714	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	26564	27553	+						61101429	FGL72_RS00125	990		old_locus_tag=FGL72_00125
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	26564	27553	+	WP_004899305.1	WP_004899305.1		Ppx/GppA family phosphatase		61101429	FGL72_RS00125	990	329	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	27545	28534	-						61101430	FGL72_RS00130	990		old_locus_tag=FGL72_00130
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	27545	28534	-	WP_085699528.1	WP_085699528.1		LacI family DNA-binding transcriptional regulator		61101430	FGL72_RS00130	990	329	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	28647	28904	+						61101431	FGL72_RS00135	258		old_locus_tag=FGL72_00135
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	28647	28904	+	WP_004899297.1	WP_004899297.1		hypothetical protein		61101431	FGL72_RS00135	258	85	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	28916	29671	+						61101432	FGL72_RS00140	756		old_locus_tag=FGL72_00140
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	28916	29671	+	WP_004906872.1	WP_004906872.1		hypothetical protein		61101432	FGL72_RS00140	756	251	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	29668	30945	+						61101433	FGL72_RS00145	1278		old_locus_tag=FGL72_00145
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	29668	30945	+	WP_004899292.1	WP_004899292.1		hypothetical protein		61101433	FGL72_RS00145	1278	425	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	30969	31937	+						61101434	FGL72_RS00150	969		old_locus_tag=FGL72_00150
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	30969	31937	+	WP_004899289.1	WP_004899289.1		sugar kinase		61101434	FGL72_RS00150	969	322	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	31934	32872	+						61101435	FGL72_RS00155	939		old_locus_tag=FGL72_00155
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	31934	32872	+	WP_040177456.1	WP_040177456.1		phosphoglycerate dehydrogenase		61101435	FGL72_RS00155	939	312	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	33009	33644	-						61101436	FGL72_RS00160	636		old_locus_tag=FGL72_00160
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	33009	33644	-	WP_004899283.1	WP_004899283.1		YigZ family protein		61101436	FGL72_RS00160	636	211	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	33662	34942	+						61101437	FGL72_RS00165	1281		old_locus_tag=FGL72_00165
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	33662	34942	+	WP_012305430.1	WP_012305430.1		DEAD/DEAH box helicase family protein		61101437	FGL72_RS00165	1281	426	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	35188	35445	+						71454359	FGL72_RS09790	258		
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	35188	35445	+	WP_243130142.1	WP_243130142.1		hypothetical protein		71454359	FGL72_RS09790	258	85	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	35466	35609	+						71454360	FGL72_RS09795	144		
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	35466	35609	+	WP_243130172.1	WP_243130172.1		hypothetical protein		71454360	FGL72_RS09795	144	47	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	35691	36239	+					raiA	61101439	FGL72_RS00175	549		old_locus_tag=FGL72_00175
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	35691	36239	+	WP_004899274.1	WP_004899274.1		ribosome-associated translation inhibitor RaiA	raiA	61101439	FGL72_RS00175	549	182	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	36401	37936	+						61101440	FGL72_RS00180	1536		old_locus_tag=FGL72_00180
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	36401	37936	+	WP_085699530.1	WP_085699530.1		ABC transporter permease		61101440	FGL72_RS00180	1536	511	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	38010	38600	+						61101441	FGL72_RS00185	591		old_locus_tag=FGL72_00185
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	38010	38600	+	WP_040177449.1	WP_040177449.1		TetR/AcrR family transcriptional regulator		61101441	FGL72_RS00185	591	196	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	38652	38801	+					rpmG	61101442	FGL72_RS00190	150		old_locus_tag=FGL72_00190
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	38652	38801	+	WP_004899264.1	WP_004899264.1		50S ribosomal protein L33	rpmG	61101442	FGL72_RS00190	150	49	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	38813	38986	+					secE	61101443	FGL72_RS00195	174		old_locus_tag=FGL72_00195
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	38813	38986	+	WP_004899259.1	WP_004899259.1		preprotein translocase subunit SecE	secE	61101443	FGL72_RS00195	174	57	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	39096	39731	+					nusG	61101444	FGL72_RS00200	636		old_locus_tag=FGL72_00200
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	39096	39731	+	WP_004899255.1	WP_004899255.1		transcription termination/antitermination protein NusG	nusG	61101444	FGL72_RS00200	636	211	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	39843	40307	+					rplK	61101445	FGL72_RS00205	465		old_locus_tag=FGL72_00205
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	39843	40307	+	WP_004899252.1	WP_004899252.1		50S ribosomal protein L11	rplK	61101445	FGL72_RS00205	465	154	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	40307	40999	+					rplA	61101446	FGL72_RS00210	693		old_locus_tag=FGL72_00210
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	40307	40999	+	WP_004899250.1	WP_004899250.1		50S ribosomal protein L1	rplA	61101446	FGL72_RS00210	693	230	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	41182	41712	+					rplJ	61101447	FGL72_RS00215	531		old_locus_tag=FGL72_00215
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	41182	41712	+	WP_004899247.1	WP_004899247.1		50S ribosomal protein L10	rplJ	61101447	FGL72_RS00215	531	176	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	41787	42152	+					rplL	61101448	FGL72_RS00220	366		old_locus_tag=FGL72_00220
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	41787	42152	+	WP_004899246.1	WP_004899246.1		50S ribosomal protein L7/L12	rplL	61101448	FGL72_RS00220	366	121	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	42288	42929	+						61101449	FGL72_RS00225	642		old_locus_tag=FGL72_00225
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	42288	42929	+	WP_004899243.1	WP_004899243.1		methyltransferase		61101449	FGL72_RS00225	642	213	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	42907	43416	+					tadA	61101450	FGL72_RS00230	510		old_locus_tag=FGL72_00230
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	42907	43416	+	WP_085699532.1	WP_085699532.1		tRNA adenosine(34) deaminase TadA	tadA	61101450	FGL72_RS00230	510	169	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	43481	43999	+						61101451	FGL72_RS00235	519		old_locus_tag=FGL72_00235
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	43481	43999	+	WP_004899235.1	WP_004899235.1		HDIG domain-containing protein		61101451	FGL72_RS00235	519	172	
gene	SRP_RNA	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	44023	44110	+					ffs	61101452	FGL72_RS00240	88		old_locus_tag=FGL72_00240
ncRNA	SRP_RNA	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	44023	44110	+				signal recognition particle sRNA small type	ffs	61101452	FGL72_RS00240	88		
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	44210	46003	+					dnaX	61101453	FGL72_RS00245	1794		old_locus_tag=FGL72_00245
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	44210	46003	+	WP_085699534.1	WP_085699534.1		DNA polymerase III subunit gamma/tau	dnaX	61101453	FGL72_RS00245	1794	597	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	46050	46655	+					recR	61101454	FGL72_RS00250	606		old_locus_tag=FGL72_00250
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	46050	46655	+	WP_004899227.1	WP_004899227.1		recombination mediator RecR	recR	61101454	FGL72_RS00250	606	201	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	46652	46912	+						61101455	FGL72_RS00255	261		old_locus_tag=FGL72_00255
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	46652	46912	+	WP_004899224.1	WP_004899224.1		YaaL family protein		61101455	FGL72_RS00255	261	86	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	46959	47603	+					tmk	61101456	FGL72_RS00260	645		old_locus_tag=FGL72_00260
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	46959	47603	+	WP_012305425.1	WP_012305425.1		dTMP kinase	tmk	61101456	FGL72_RS00260	645	214	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	47610	47939	+						61101457	FGL72_RS00265	330		old_locus_tag=FGL72_00265
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	47610	47939	+	WP_004899218.1	WP_004899218.1		cyclic-di-AMP receptor		61101457	FGL72_RS00265	330	109	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	47939	48874	+						61101458	FGL72_RS00270	936		old_locus_tag=FGL72_00270
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	47939	48874	+	WP_004899217.1	WP_004899217.1		DNA polymerase III subunit delta		61101458	FGL72_RS00270	936	311	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	48876	49751	+					rsmI	61101459	FGL72_RS00275	876		old_locus_tag=FGL72_00275
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	48876	49751	+	WP_004899214.1	WP_004899214.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI	61101459	FGL72_RS00275	876	291	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	49762	50499	+						61101460	FGL72_RS00280	738		old_locus_tag=FGL72_00280
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	49762	50499	+	WP_004904406.1	WP_004904406.1		thioesterase		61101460	FGL72_RS00280	738	245	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	50540	51532	+					galE	61101461	FGL72_RS00285	993		old_locus_tag=FGL72_00285
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	50540	51532	+	WP_085699536.1	WP_085699536.1		UDP-glucose 4-epimerase GalE	galE	61101461	FGL72_RS00285	993	330	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	51645	51851	+						61101462	FGL72_RS00290	207		old_locus_tag=FGL72_00290
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	51645	51851	+	WP_004904405.1	WP_004904405.1		helix-turn-helix transcriptional regulator		61101462	FGL72_RS00290	207	68	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	51844	52014	+						71454361	FGL72_RS09800	171		
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	51844	52014	+	WP_243130143.1	WP_243130143.1		hypothetical protein		71454361	FGL72_RS09800	171	56	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	52045	52284	+						71454362	FGL72_RS09805	240		
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	52045	52284	+	WP_243130144.1	WP_243130144.1		hypothetical protein		71454362	FGL72_RS09805	240	79	
gene	tRNA	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	52363	52435	+						61101464	FGL72_RS00300	73		old_locus_tag=FGL72_00300
tRNA		GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	52363	52435	+				tRNA-Lys		61101464	FGL72_RS00300	73		anticodon=CTT
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	52568	53326	+						61101465	FGL72_RS00305	759		old_locus_tag=FGL72_00305
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	52568	53326	+	WP_085699540.1	WP_085699540.1		M15 family metallopeptidase		61101465	FGL72_RS00305	759	252	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	53396	54037	+						61101466	FGL72_RS00310	642		old_locus_tag=FGL72_00310
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	53396	54037	+	WP_004899199.1	WP_004899199.1		deoxynucleoside kinase		61101466	FGL72_RS00310	642	213	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	54081	54848	+					proC	61101467	FGL72_RS00315	768		old_locus_tag=FGL72_00315
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	54081	54848	+	WP_085699542.1	WP_085699542.1		pyrroline-5-carboxylate reductase	proC	61101467	FGL72_RS00315	768	255	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	54902	56131	-						61101468	FGL72_RS00320	1230		old_locus_tag=FGL72_00320
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	54902	56131	-	WP_040190632.1	WP_040190632.1		aminopeptidase		61101468	FGL72_RS00320	1230	409	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	56302	57042	+						61101469	FGL72_RS00325	741		old_locus_tag=FGL72_00325
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	56302	57042	+	WP_004904401.1	WP_004904401.1		lysozyme M1 (1,4-beta-N-acetylmuramidase)		61101469	FGL72_RS00325	741	246	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	57039	58037	+						61101470	FGL72_RS00330	999		old_locus_tag=FGL72_00330
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	57039	58037	+	WP_085699544.1	WP_085699544.1		Gfo/Idh/MocA family oxidoreductase		61101470	FGL72_RS00330	999	332	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	58045	59346	+						61101471	FGL72_RS00335	1302		old_locus_tag=FGL72_00335
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	58045	59346	+	WP_085699546.1	WP_085699546.1		DEAD/DEAH box helicase		61101471	FGL72_RS00335	1302	433	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	59615	60460	+						61101472	FGL72_RS00340	846		old_locus_tag=FGL72_00340
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	59615	60460	+	WP_085699548.1	WP_085699548.1		helix-turn-helix transcriptional regulator		61101472	FGL72_RS00340	846	281	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	60457	61263	+					sufC	61101473	FGL72_RS00345	807		old_locus_tag=FGL72_00345
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	60457	61263	+	WP_004904397.1	WP_004904397.1		Fe-S cluster assembly ATPase SufC	sufC	61101473	FGL72_RS00345	807	268	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	61256	62422	+					sufD	61101474	FGL72_RS00350	1167		old_locus_tag=FGL72_00350
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	61256	62422	+	WP_004899173.1	WP_004899173.1		Fe-S cluster assembly protein SufD	sufD	61101474	FGL72_RS00350	1167	388	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	62412	63626	+						61101475	FGL72_RS00355	1215		old_locus_tag=FGL72_00355
CDS	with_protein	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	62412	63626	+	WP_085699550.1	WP_085699550.1		cysteine desulfurase		61101475	FGL72_RS00355	1215	404	
gene	protein_coding	GCF_007954785.1	Primary Assembly	chromosome		NZ_CP042410.1	63623	64063	+						61101476	FGL72_RS00360	441		old_locus_tag=FGL72_00360
